Date,Time,TimeStamp,Temp_unit,Temp
2/13/2023,5:27:00,AM,C,-8.5
2/13/2023,6:27:00,AM,C,-9
2/13/2023,7:27:00,AM,C,-9
2/13/2023,8:27:00,AM,C,-9
2/13/2023,9:27:00,AM,C,-9.5
2/13/2023,10:27:00,AM,C,-10
2/13/2023,11:27:00,AM,C,-10.5
2/13/2023,12:27:00,PM,C,-5.5
2/13/2023,1:27:00,PM,C,-7
2/13/2023,2:27:00,PM,C,-8
2/13/2023,3:27:00,PM,C,-8.5
2/13/2023,4:27:00,PM,C,-8
2/13/2023,5:27:00,PM,C,-8
2/13/2023,6:27:00,PM,C,-8
2/13/2023,7:27:00,PM,C,-8.5
2/13/2023,8:27:00,PM,C,-9.5
2/13/2023,9:27:00,PM,C,-10.5
2/13/2023,10:27:00,PM,C,-11.5
2/13/2023,11:27:00,PM,C,-12.5
2/14/2023,12:27:00,AM,C,-13.5
2/14/2023,1:27:00,AM,C,-14
2/14/2023,2:27:00,AM,C,-14
2/14/2023,3:27:00,AM,C,-14
2/14/2023,4:27:00,AM,C,-14
2/14/2023,5:27:00,AM,C,-14
2/14/2023,6:27:00,AM,C,-14
2/14/2023,7:27:00,AM,C,-14
2/14/2023,8:27:00,AM,C,-14
2/14/2023,9:27:00,AM,C,-14.5
2/14/2023,10:27:00,AM,C,-15
2/14/2023,11:27:00,AM,C,-15
2/14/2023,12:27:00,PM,C,-10
2/14/2023,1:27:00,PM,C,-10.5
2/14/2023,2:27:00,PM,C,-11.5
2/14/2023,3:27:00,PM,C,-12
2/14/2023,4:27:00,PM,C,-11.5
2/14/2023,5:27:00,PM,C,-11.5
2/14/2023,6:27:00,PM,C,-11.5
2/14/2023,7:27:00,PM,C,-11.5
2/14/2023,8:27:00,PM,C,-12
2/14/2023,9:27:00,PM,C,-13
2/14/2023,10:27:00,PM,C,-13.5
2/14/2023,11:27:00,PM,C,-13.5
2/15/2023,12:27:00,AM,C,-13.5
2/15/2023,1:27:00,AM,C,-13.5
2/15/2023,2:27:00,AM,C,-13
2/15/2023,3:27:00,AM,C,-13
2/15/2023,4:27:00,AM,C,-13
2/15/2023,5:27:00,AM,C,-12.5
2/15/2023,6:27:00,AM,C,-12.5
2/15/2023,7:27:00,AM,C,-12.5
2/15/2023,8:27:00,AM,C,-12.5
2/15/2023,9:27:00,AM,C,-12
2/15/2023,10:27:00,AM,C,-12
2/15/2023,11:27:00,AM,C,-12
2/15/2023,12:27:00,PM,C,-12
2/15/2023,1:27:00,PM,C,-9
2/15/2023,2:27:00,PM,C,-10
2/15/2023,3:27:00,PM,C,-10
2/15/2023,4:27:00,PM,C,-10
2/15/2023,5:27:00,PM,C,-9.5
2/15/2023,6:27:00,PM,C,-9.5
2/15/2023,7:27:00,PM,C,-9.5
2/15/2023,8:27:00,PM,C,-10
2/15/2023,9:27:00,PM,C,-10.5
2/15/2023,10:27:00,PM,C,-11
2/15/2023,11:27:00,PM,C,-11
2/16/2023,12:27:00,AM,C,-11.5
2/16/2023,1:27:00,AM,C,-12
2/16/2023,2:27:00,AM,C,-12.5
2/16/2023,3:27:00,AM,C,-13
2/16/2023,4:27:00,AM,C,-13.5
2/16/2023,5:27:00,AM,C,-14.5
2/16/2023,6:27:00,AM,C,-15
2/16/2023,7:27:00,AM,C,-15.5
2/16/2023,8:27:00,AM,C,-16.5
2/16/2023,9:27:00,AM,C,-17
2/16/2023,10:27:00,AM,C,-17.5
2/16/2023,11:27:00,AM,C,-18
2/16/2023,12:27:00,PM,C,-18
2/16/2023,1:27:00,PM,C,-13.5
