Date,Time,TimeStamp,Temp_unit,Temp
2022-02-22,11:10:00,AM,C,-7.5
2022-02-22,12:10:00,PM,C,-7
2022-02-22,1:10:00,PM,C,-8
2022-02-22,2:10:00,PM,C,-7.5
2022-02-22,3:10:00,PM,C,-7
2022-02-22,4:10:00,PM,C,-6
2022-02-22,5:10:00,PM,C,-5
2022-02-22,6:10:00,PM,C,-4.5
2022-02-22,7:10:00,PM,C,-4
2022-02-22,8:10:00,PM,C,-4.5
2022-02-22,9:10:00,PM,C,-4.5
2022-02-22,10:10:00,PM,C,-4.5
2022-02-22,11:10:00,PM,C,-4.5
2022-02-23,12:10:00,AM,C,-4.5
2022-02-23,1:10:00,AM,C,-4.5
2022-02-23,2:10:00,AM,C,-4.5
2022-02-23,3:10:00,AM,C,-4.5
2022-02-23,4:10:00,AM,C,-5
2022-02-23,5:10:00,AM,C,-5
2022-02-23,6:10:00,AM,C,-5
2022-02-23,7:10:00,AM,C,-5.5
2022-02-23,8:10:00,AM,C,-6
2022-02-23,9:10:00,AM,C,-6.5
2022-02-23,10:10:00,AM,C,-7
2022-02-23,11:10:00,AM,C,-3.5
2022-02-23,12:10:00,PM,C,-5.5
2022-02-23,1:10:00,PM,C,-5.5
2022-02-23,2:10:00,PM,C,-5.5
2022-02-23,3:10:00,PM,C,-5
2022-02-23,4:10:00,PM,C,-4.5
2022-02-23,5:10:00,PM,C,-3.5
2022-02-23,6:10:00,PM,C,-3
2022-02-23,7:10:00,PM,C,-3
2022-02-23,8:10:00,PM,C,-3
2022-02-23,9:10:00,PM,C,-3.5
2022-02-23,10:10:00,PM,C,-4.5
2022-02-23,11:10:00,PM,C,-5
2022-02-24,12:10:00,AM,C,-5.5
2022-02-24,1:10:00,AM,C,-6
2022-02-24,2:10:00,AM,C,-6.5
2022-02-24,3:10:00,AM,C,-7
2022-02-24,4:10:00,AM,C,-7.5
2022-02-24,5:10:00,AM,C,-7.5
2022-02-24,6:10:00,AM,C,-7.5
2022-02-24,7:10:00,AM,C,-7.5
2022-02-24,8:10:00,AM,C,-8
2022-02-24,9:10:00,AM,C,-8
2022-02-24,10:10:00,AM,C,-8
2022-02-24,11:10:00,AM,C,-6
2022-02-24,12:10:00,PM,C,-2
2022-02-24,1:10:00,PM,C,-4
2022-02-24,2:10:00,PM,C,-4.5
2022-02-24,3:10:00,PM,C,-4.5
2022-02-24,4:10:00,PM,C,-4
2022-02-24,5:10:00,PM,C,-4
2022-02-24,6:10:00,PM,C,-3.5
2022-02-24,7:10:00,PM,C,-3.5
2022-02-24,8:10:00,PM,C,-3.5
2022-02-24,9:10:00,PM,C,-3.5
2022-02-24,10:10:00,PM,C,-3.5
2022-02-24,11:10:00,PM,C,-4
2022-02-25,12:10:00,AM,C,-4
2022-02-25,1:10:00,AM,C,-4.5
2022-02-25,2:10:00,AM,C,-4.5
2022-02-25,3:10:00,AM,C,-4.5
2022-02-25,4:10:00,AM,C,-5
2022-02-25,5:10:00,AM,C,-5
2022-02-25,6:10:00,AM,C,-5
2022-02-25,7:10:00,AM,C,-5
2022-02-25,8:10:00,AM,C,-5
2022-02-25,9:10:00,AM,C,-5
2022-02-25,10:10:00,AM,C,-5
2022-02-25,11:10:00,AM,C,-5
2022-02-25,12:10:00,PM,C,-1
2022-02-25,1:10:00,PM,C,-0.5
2022-02-25,2:10:00,PM,C,-1.5
2022-02-25,3:10:00,PM,C,-1.5
2022-02-25,4:10:00,PM,C,-1
2022-02-25,5:10:00,PM,C,-0.5
2022-02-25,6:10:00,PM,C,0
2022-02-25,7:10:00,PM,C,0
2022-02-25,8:10:00,PM,C,-0.5
2022-02-25,9:10:00,PM,C,-0.5
2022-02-25,10:10:00,PM,C,-0.5
2022-02-25,11:10:00,PM,C,-1
2022-02-26,12:10:00,AM,C,-1
2022-02-26,1:10:00,AM,C,-1.5
2022-02-26,2:10:00,AM,C,-2
2022-02-26,3:10:00,AM,C,-2
2022-02-26,4:10:00,AM,C,-2.5
2022-02-26,5:10:00,AM,C,-3
2022-02-26,6:10:00,AM,C,-3
2022-02-26,7:10:00,AM,C,-3.5
2022-02-26,8:10:00,AM,C,-4
2022-02-26,9:10:00,AM,C,-4.5
2022-02-26,10:10:00,AM,C,-5
2022-02-26,11:10:00,AM,C,-5
2022-02-26,12:10:00,PM,C,-5
2022-02-26,1:10:00,PM,C,0
2022-02-26,2:10:00,PM,C,-2
2022-02-26,3:10:00,PM,C,-2.5
2022-02-26,4:10:00,PM,C,-2.5
2022-02-26,5:10:00,PM,C,-2.5
2022-02-26,6:10:00,PM,C,-2
2022-02-26,7:10:00,PM,C,-2
2022-02-26,8:10:00,PM,C,-2
2022-02-26,9:10:00,PM,C,-2
2022-02-26,10:10:00,PM,C,-2
2022-02-26,11:10:00,PM,C,-2.5
2022-02-27,12:10:00,AM,C,-2.5
2022-02-27,1:10:00,AM,C,-2.5
2022-02-27,2:10:00,AM,C,-3
2022-02-27,3:10:00,AM,C,-3
2022-02-27,4:10:00,AM,C,-3
2022-02-27,5:10:00,AM,C,-3
2022-02-27,6:10:00,AM,C,-3.5
2022-02-27,7:10:00,AM,C,-3.5
2022-02-27,8:10:00,AM,C,-3.5
2022-02-27,9:10:00,AM,C,-3.5
2022-02-27,10:10:00,AM,C,-3.5
2022-02-27,11:10:00,AM,C,-0.5
2022-02-27,12:10:00,PM,C,-1.5
2022-02-27,1:10:00,PM,C,-2.5
2022-02-27,2:10:00,PM,C,-2.5
2022-02-27,3:10:00,PM,C,-2.5
2022-02-27,4:10:00,PM,C,-2.5
2022-02-27,5:10:00,PM,C,-2
2022-02-27,6:10:00,PM,C,-2
2022-02-27,7:10:00,PM,C,-2
2022-02-27,8:10:00,PM,C,-2
2022-02-27,9:10:00,PM,C,-2.5
2022-02-27,10:10:00,PM,C,-2.5
2022-02-27,11:10:00,PM,C,-2.5
2022-02-28,12:10:00,AM,C,-3
2022-02-28,1:10:00,AM,C,-3
2022-02-28,2:10:00,AM,C,-3
2022-02-28,3:10:00,AM,C,-3.5
2022-02-28,4:10:00,AM,C,-3.5
2022-02-28,5:10:00,AM,C,-3.5
2022-02-28,6:10:00,AM,C,-3.5
2022-02-28,7:10:00,AM,C,-3.5
2022-02-28,8:10:00,AM,C,-3.5
2022-02-28,9:10:00,AM,C,-4
2022-02-28,10:10:00,AM,C,-1
2022-02-28,11:10:00,AM,C,-1.5
2022-02-28,12:10:00,PM,C,-2
2022-02-28,1:10:00,PM,C,-2.5
2022-02-28,2:10:00,PM,C,-2.5
2022-02-28,3:10:00,PM,C,-2
2022-02-28,4:10:00,PM,C,-2
2022-02-28,5:10:00,PM,C,-1.5
2022-02-28,6:10:00,PM,C,-1.5
2022-02-28,7:10:00,PM,C,-1
2022-02-28,8:10:00,PM,C,-1
2022-02-28,9:10:00,PM,C,-1
2022-02-28,10:10:00,PM,C,-1.5
2022-02-28,11:10:00,PM,C,-1.5
2022-03-01,12:10:00,AM,C,-1.5
2022-03-01,1:10:00,AM,C,-2
2022-03-01,2:10:00,AM,C,-2
2022-03-01,3:10:00,AM,C,-2.5
2022-03-01,4:10:00,AM,C,-2.5
2022-03-01,5:10:00,AM,C,-3
2022-03-01,6:10:00,AM,C,-3
2022-03-01,7:10:00,AM,C,-3.5
2022-03-01,8:10:00,AM,C,-3.5
2022-03-01,9:10:00,AM,C,-4
2022-03-01,10:10:00,AM,C,-4.5
2022-03-01,11:10:00,AM,C,-3
2022-03-01,12:10:00,PM,C,-3.5
2022-03-01,1:10:00,PM,C,-4
2022-03-01,2:10:00,PM,C,-4
2022-03-01,3:10:00,PM,C,-4
2022-03-01,4:10:00,PM,C,-3.5
2022-03-01,5:10:00,PM,C,-2.5
2022-03-01,6:10:00,PM,C,-1.5
2022-03-01,7:10:00,PM,C,-1.5
2022-03-01,8:10:00,PM,C,-2
2022-03-01,9:10:00,PM,C,-2.5
2022-03-01,10:10:00,PM,C,-3
2022-03-01,11:10:00,PM,C,-4
2022-03-02,12:10:00,AM,C,-4.5
2022-03-02,1:10:00,AM,C,-5.5
2022-03-02,2:10:00,AM,C,-6
2022-03-02,3:10:00,AM,C,-6.5
2022-03-02,4:10:00,AM,C,-7
2022-03-02,5:10:00,AM,C,-7
2022-03-02,6:10:00,AM,C,-7.5
2022-03-02,7:10:00,AM,C,-7.5
2022-03-02,8:10:00,AM,C,-8
2022-03-02,9:10:00,AM,C,-9
2022-03-02,10:10:00,AM,C,-7
2022-03-02,11:10:00,AM,C,-7.5
2022-03-02,12:10:00,PM,C,-8.5
2022-03-02,1:10:00,PM,C,-8.5
2022-03-02,2:10:00,PM,C,-8.5
2022-03-02,3:10:00,PM,C,-7.5
2022-03-02,4:10:00,PM,C,-6
2022-03-02,5:10:00,PM,C,-5
2022-03-02,6:10:00,PM,C,-3.5
2022-03-02,7:10:00,PM,C,-3
2022-03-02,8:10:00,PM,C,-3.5
2022-03-02,9:10:00,PM,C,-4
2022-03-02,10:10:00,PM,C,-4.5
2022-03-02,11:10:00,PM,C,-5
2022-03-03,12:10:00,AM,C,-5.5
2022-03-03,1:10:00,AM,C,-6.5
2022-03-03,2:10:00,AM,C,-7
2022-03-03,3:10:00,AM,C,-7.5
2022-03-03,4:10:00,AM,C,-8
2022-03-03,5:10:00,AM,C,-8.5
2022-03-03,6:10:00,AM,C,-9
2022-03-03,7:10:00,AM,C,-9.5
2022-03-03,8:10:00,AM,C,-9.5
2022-03-03,9:10:00,AM,C,-10
2022-03-03,10:10:00,AM,C,-10
2022-03-03,11:10:00,AM,C,-8
2022-03-03,12:10:00,PM,C,-7.5
2022-03-03,1:10:00,PM,C,-7.5
2022-03-03,2:10:00,PM,C,-7.5
2022-03-03,3:10:00,PM,C,-7
2022-03-03,4:10:00,PM,C,-6
2022-03-03,5:10:00,PM,C,-5
2022-03-03,6:10:00,PM,C,-4
2022-03-03,7:10:00,PM,C,-3.5
2022-03-03,8:10:00,PM,C,-4
2022-03-03,9:10:00,PM,C,-4
